,Security Id,Security Name,Group,Industry
0,ABB,ABB India Limited,A ,Heavy Electrical Equipment
1,AEGISLOG,AEGIS LOGISTICS LTD.,A ,Oil Marketing &amp; Distribution
2,AMARAJABAT,AMARA RAJA BATTERIES LTD.,A ,Auto Parts &amp; Equipment
3,HDFC,HOUSING DEVELOPMENT FINANCE CORP.LTD.,A ,Housing Finance 
4,ANSALAPI,ANSAL PROPERTIES &amp; INFRASTRUCTURE LTD.,B ,Realty
5,BOMDYEING,BOMBAY DYEING &amp; MFG.CO.LTD.,A ,Textiles
6,ASIANHOTNR,Asian Hotels (North) Limited,B ,Hotels
8,ATUL,ATUL LTD.,A ,Agrochemicals
9,ATVPR,ATV PROJECTS INDIA LTD.,XT,Construction &amp; Engineering
10,AUTOLITIND,AUTOLITE (INDIA) LTD.,B ,Auto Parts &amp; Equipment
11,BAJAJELEC,BAJAJ ELECTRICALS LTD.-$,A ,Household Appliances
12,BAJAJHIND,Bajaj Hindusthan Sugar Limited,B ,Sugar
13,FORCEMOT,FORCE MOTORS LTD.-$,B ,Cars &amp; Utility Vehicles
14,BAJFINANCE,Bajaj Finance Limited,A ,Finance (including NBFCs)
15,BALRAMCHIN,BALRAMPUR CHINI MILLS LTD.,A ,Sugar
16,BANCOINDIA,BANCO PRODUCTS (INDIA) LTD.-$,B ,Auto Parts &amp; Equipment
17,CENTURYTEX,CENTURY TEXTILES &amp; INDUSTRIES LTD.,A ,Cement &amp; Cement Products
18,BANARISUG,BANNARI AMMAN SUGARS LTD.,B ,Sugar
19,BASF,BASF INDIA LTD.,B ,Specialty Chemicals
20,BATAINDIA,BATA INDIA LTD.,A ,Footwear
21,BEML,BEML LTD.,A ,Commercial Vehicles
22,BEL,BHARAT ELECTRONICS LTD.,A ,Defence
23,BEPL,BHANSALI ENGINEERING POLYMERS LTD.-$,B ,Specialty Chemicals
25,BIHSPONG,BIHAR SPONGE IRON LTD.,XT,Iron &amp; Steel/Interm.Products
27,BIRLACABLE,Birla Cable Ltd,T ,Other Elect.Equip./ Prod.
28,BLUESTARCO,BLUE STAR LTD.,B ,Consumer Electronics
29,BPL,BPL LTD.,B ,Consumer Electronics
30,CENTEXT,CENTURY EXTRUSIONS LTD.,B ,Aluminium
31,CESC,CESC LTD.,A ,Electric Utilities
32,CHAMBLFERT,CHAMBAL FERTILISERS &amp; CHEMICALS LTD.,B ,Fertilizers
33,EXIDEIND,EXIDE INDUSTRIES LTD.,A ,Auto Parts &amp; Equipment
34,CIPLA,CIPLA LTD.,A ,Pharmaceuticals
35,DICIND,DIC INDIA LTD.,B ,Specialty Chemicals
36,CRISIL,CRISIL LTD.,A ,Other Financial Services
37,CGPOWER,CG Power and Industrial Solutions Ltd,A ,Heavy Electrical Equipment
38,DABUR,DABUR INDIA LTD.,A ,Personal Products
39,DALMIASUG,Dalmia Bharat Sugar and Industries Ltd,B ,Sugar
40,ARVIND,ARVIND LTD.,A ,Textiles
41,BALLARPUR,BALLARPUR INDUSTRIES LTD.,B ,Paper &amp; Paper Products
42,BHEL,BHARAT HEAVY ELECTRICALS LTD.,A ,Heavy Electrical Equipment
43,HINDPETRO,HINDUSTAN PETROLEUM CORPORATION LTD.,A ,Refineries/ Petro-Products
44,IFCI,IFCI LTD.,A ,Financial Institutions
45,MTNL,MAHANAGAR TELEPHONE NIGAM LTD.,B ,Telecom Services
46,MRPL,MANGALORE REFINERY &amp; PETROCHEMICALS LTD.,A ,Refineries/ Petro-Products
47,CHENNPETRO,CHENNAI PETROLEUM CORPORATION LTD.,A ,Refineries/ Petro-Products
48,RELCAPITAL,RELIANCE CAPITAL LTD.,A ,Finance (including NBFCs)
49,SBIN,STATE BANK OF INDIA,A ,Banks
50,SAIL,STEEL AUTHORITY OF INDIA LTD.,A ,Iron &amp; Steel/Interm.Products
51,TITAN,Titan Company Limited,A ,Other Apparels &amp; Accessories
52,IDBI,IDBI BANK LTD.,A ,Banks
53,DCW,DCW LTD.,T ,Petrochemicals
54,DHAMPURSUG,DHAMPUR SUGAR MILLS LTD.,B ,Sugar
55,ELANTAS,ELANTAS BECK INDIA LTD.-$,B ,Commodity Chemicals
56,DRREDDY,DR.REDDY'S LABORATORIES LTD.,A ,Pharmaceuticals
57,EIDPARRY,E.I.D.-PARRY (INDIA) LTD.,A ,Sugar
59,ELECTCAST,ELECTROSTEEL CASTINGS LTD.,B ,Construction &amp; Engineering
60,ESABINDIA,ESAB INDIA LTD.,B ,Other Industrial Goods
62,ESTER,ESTER INDUSTRIES LTD.,B ,Commodity Chemicals
64,FGP,FGP LTD.,XT,Finance (including NBFCs)
65,FINCABLES,FINOLEX CABLES LTD.,A ,Other Elect.Equip./ Prod.
66,UFLEX,UFLEX LTD.,B ,Containers &amp; Packaging
67,FOSECOIND,FOSECO INDIA LTD.,B ,Commodity Chemicals
68,GOLDENTOBC,GOLDEN TOBACCO LTD.,T ,Cigarettes-Tobacco Products
70,GTL,GTL LTD.,B ,Other Telecom Services
71,GODFRYPHLP,GODFREY PHILLIPS INDIA LTD.,A ,Cigarettes-Tobacco Products
72,GODREJIND,GODREJ INDUSTRIES LTD.,A ,Commodity Chemicals
73,KANSAINER,KANSAI NEROLAC PAINTS LTD.,A ,Furniture-Furnishing-Paints
74,GOODYEAR,GOODYEAR INDIA LTD.,B ,Auto Tyres &amp; Rubber Products
75,GTNINDS,GTN INDUSTRIES LTD.,B ,Textiles
76,GHCL,GHCL LTD.,A ,Commodity Chemicals
78,GLFL,GUJARAT LEASE FINANCING LTD.,T ,Finance (including NBFCs)
79,HCL-INSYS,HCL INFOSYSTEMS LTD.,A ,Computer Hardware
80,HDFCBANK,HDFC Bank Ltd,A ,Banks
81,HEROMOTOCO,HERO MOTOCORP LTD.,A ,2/3 Wheelers
82,HFCL,HIMACHAL FUTURISTIC COMMUNICATIONS LTD.,B ,Telecom Cables
83,HSCL,Himadri Speciality Chemical Ltd,B ,Specialty Chemicals
84,HCC,HINDUSTAN CONSTRUCTION CO.LTD.,A ,Construction &amp; Engineering
85,HINDOILEXP,HINDUSTAN OIL EXPLORATION CO.LTD.,B ,Exploration &amp; Production
86,HSIL,HSIL LTD.,B ,Containers &amp; Packaging
87,HINDZINC,HINDUSTAN ZINC LTD.,A ,Zinc
89,HMT,HMT LTD.,Z ,Commercial Vehicles
90,PRAGBOS,PRAG BOSIMI SYNTHETICS LTD.,XT,Textiles
92,IGPL,I G PETROCHEMICALS LTD.,B ,Commodity Chemicals
93,INDIAGLYCO,INDIA GLYCOLS LTD.,B ,Commodity Chemicals
94,INDLEASE,INDIA LEASE DEVELOPMENT LTD.,XT,Finance (including NBFCs)
95,MARGOFIN,Margo Finance Limited,XT,Finance (including NBFCs)
96,INDORAMA,INDO RAMA SYNTHETICS (INDIA) LTD.,B ,Textiles
97,INFY,INFOSYS LTD.,A ,IT Consulting &amp; Software
98,INGERRAND,INGERSOLL-RAND (INDIA) LTD.,B ,Industrial Machinery
99,INSILCO,INSILCO LTD.,XT,Other Industrial Goods
100,IFSL,INTEGRATED FINANCIAL SERVICES LTD.,XT,Finance (including NBFCs)
101,IONEXCHANG,ION EXCHANGE (INDIA) LTD.-$,XT,Industrial Machinery
102,ATFL,AGRO TECH FOODS LTD.,B ,Other Agricultural Products
103,JISLJALEQS,JAIN IRRIGATION SYSTEMS LTD.,A ,Plastic Products
104,JINDALPOLY,JINDAL POLY FILMS LTD.,B ,Commodity Chemicals
105,JSWSTEEL,JSW STEEL LTD.,A ,Iron &amp; Steel/Interm.Products
106,UMANGDAIR,UMANG DAIRIES LTD.,B ,Packaged Foods
107,KAJARIACER,KAJARIA CERAMICS LTD.,A ,Furniture-Furnishing-Paints
108,KAKATCEM,KAKATIYA CEMENT SUGAR &amp; INDUSTRIES LTD.,B ,Cement &amp; Cement Products
109,KSL,KALYANI STEELS LTD.,B ,Iron &amp; Steel/Interm.Products
110,WHIRLPOOL,WHIRLPOOL OF INDIA LTD.,A ,Consumer Electronics
111,KINETICENG,KINETIC ENGINEERING LTD.,XT,2/3 Wheelers
112,KIRLOSBROS,KIRLOSKAR BROTHERS LTD.-$,B ,Industrial Machinery
113,KIRLOSIND,Kirloskar Industries Ltd,B ,Industrial Machinery
114,KIRLFER,KIRLOSKAR FERROUS INDUSTRIES LTD.,B ,Iron &amp; Steel/Interm.Products
115,KOTAKBANK,KOTAK MAHINDRA BANK LTD.,A ,Banks
117,KSBPUMPS,KSB PUMPS LTD.,B ,Industrial Machinery
118,LGBBROSLTD,L.G.BALAKRISHNAN &amp; BROS.LTD.,B ,Auto Parts &amp; Equipment
119,TRENT,TRENT LTD.,A ,Department Stores
120,LAXMIMACH,LAKSHMI MACHINE WORKS LTD.,A ,Industrial Machinery
121,LICHSGFIN,LIC HOUSING FINANCE LTD.,A ,Housing Finance 
123,LML,LML LTD.,B ,2/3 Wheelers
124,LUPIN,LUPIN LTD.,A ,Pharmaceuticals
125,LYKALABS,LYKA LABS LTD.,B ,Pharmaceuticals
126,RAMCOCEM,The Ramco Cements Limited,A ,Cement &amp; Cement Products
127,MAHSEAMLES,MAHARASHTRA SEAMLESS LTD.,B ,Construction &amp; Engineering
128,MAHSCOOTER,MAHARASHTRA SCOOTERS LTD.,B ,Investment Companies
129,MANALIPETC,MANALI PETROCHEMICAL LTD.,B ,Petrochemicals
130,MFSL,Max Financial Services Ltd,A ,Life Insurance
131,MIDINDIA,MID INDIA INDUSTRIES LTD.,XT,Textiles
132,MIRCELECTR,MIRC ELECTRONICS LTD.,B ,Consumer Electronics
133,CENTENKA,CENTURY ENKA LTD.,B ,Textiles
134,LORDSCHLO,LORDS CHLORO ALKALI LTD.,XT,Commodity Chemicals
135,SPICEJET,SPICEJET LTD.,B ,Airlines
136,MOREPENLAB,MOREPEN LABORATORIES LTD.,B ,Pharmaceuticals
137,MRF,MRF LTD.,A ,Auto Tyres &amp; Rubber Products
138,HEIDELBERG,HEIDELBERGCEMENT INDIA LTD.,B ,Cement &amp; Cement Products
139,NCC,NCC Limited,A ,Construction &amp; Engineering
140,VEDL,Vedanta Limited,A ,Iron &amp; Steel/Interm.Products
141,NAHARSPING,NAHAR SPINNING MILLS LTD.,B ,Textiles
142,GRASIM,GRASIM INDUSTRIES LTD.,A ,Cement &amp; Cement Products
143,PEL,PIRAMAL ENTERPRISES LTD.,A ,Pharmaceuticals
144,NIITLTD,NIIT LTD.,B ,IT Training Services
145,NIRLON,NIRLON LTD.,B ,Misc.Commercial Services
146,ONGC,OIL AND NATURAL GAS CORPORATION LTD.,A ,Exploration &amp; Production
147,OILCOUNTUB,OIL COUNTRY TUBULAR LTD.,B ,Oil Equipment &amp; Services
148,ORIENTHOT,ORIENTAL HOTELS LTD.,B ,Hotels
150,OSWALAGRO,OSWAL AGRO MILLS LTD.,B ,Investment Companies
151,INDSUCR,INDIAN SUCROSE LTD.,XT,Sugar
152,RELIANCE,RELIANCE INDUSTRIES LTD.,A ,Integrated Oil &amp; Gas
153,PILITA,Pil Italica Lifestyle Ltd,T ,Plastic Products
154,RAYMOND,RAYMOND LTD.,A ,Textiles
155,PIDILITIND,PIDILITE INDUSTRIES LTD.,A ,Specialty Chemicals
156,BIRLACORPN,BIRLA CORPORATION LTD.,B ,Cement &amp; Cement Products
157,SURYAROSNI,SURYA ROSHNI LTD.,B ,Iron &amp; Steel Products
158,PRIMESECU,PRIME SECURITIES LTD.,B ,Other Financial Services
160,RAIN,Rain Industries Ltd,B ,Petrochemicals
162,RSWM,RSWM LTD.,B ,Textiles
163,RAJSREESUG,RAJSHREE SUGARS &amp; CHEMICALS LTD.,B ,Sugar
164,RALLIS,RALLIS INDIA LTD.,A ,Agrochemicals
165,RAMANEWS,SHREE RAMA NEWSPRINT LTD.,B ,Paper &amp; Paper Products
166,RAMAPETRO,RAMA PETROCHEMICALS LTD.,XT,Finance (including NBFCs)
167,ROLTA,ROLTA INDIA LTD.,B ,Internet Software &amp; Services
168,RUCHISOYA,RUCHI SOYA INDUSTRIES LTD.,B ,Edible Oils
169,SALORAINTL,SALORA INTERNATIONAL LTD.,T ,Comm.Trading  &amp; Distribution
171,SAMTEL,SAMTEL COLOR LTD.,T ,Consumer Electronics
172,JINDALSAW,JINDAL SAW LTD.,B ,Construction &amp; Engineering
173,JKLAKSHMI,JK LAKSHMI CEMENT LTD.,A ,Cement &amp; Cement Products
174,SHREECEM,SHREE CEMENT LTD.,A ,Cement &amp; Cement Products
175,SKPMIL,SHREE KRISHNA PAPER MILLS &amp; INDUSTRIES LTD.,XT,Paper &amp; Paper Products
176,RELINFRA,RELIANCE INFRASTRUCTURE LTD.,A ,Electric Utilities
178,TATAPOWER,TATA POWER CO.LTD.,A ,Electric Utilities
179,SPMLINFRA,SPML Infra Limited,B ,Construction &amp; Engineering
180,SUNDRMFAST,SUNDRAM FASTENERS LTD.,A ,Auto Parts &amp; Equipment
181,SUNFLAG,SUNFLAG IRON &amp; STEEL CO.LTD.,B ,Iron &amp; Steel/Interm.Products
182,SUPPETRO,SUPREME PETROCHEM LTD.,B ,Petrochemicals
183,SWARAJENG,SWARAJ ENGINES LTD.,B ,Auto Parts &amp; Equipment
184,TATAELXSI,TATA ELXSI LTD.,A ,IT Software Products
185,ACC,ACC LTD.,A ,Cement &amp; Cement Products
186,THERMAX,THERMAX LTD.,A ,Heavy Electrical Equipment
187,TIRUMALCHM,THIRUMALAI CHEMICALS LTD.,B ,Commodity Chemicals
188,THOMASCOOK,THOMAS COOK (INDIA) LTD.,B ,Travel Support Services
189,TOKYOPLAST,TOKYO PLAST INTERNATIONAL LTD.,B ,Plastic Products
190,TORNTPHARM,TORRENT PHARMACEUTICALS LTD.,A ,Pharmaceuticals
192,AMBUJACEM,AMBUJA CEMENTS LTD.,A ,Cement &amp; Cement Products
193,UTLINDS,UTL Industries Limited,XT,Copper
194,UNIPHOS,UNIPHOS ENTERPRISES LTD.,B ,Comm.Trading  &amp; Distribution
195,VHL,VARDHMAN HOLDINGS LTD.,B ,Finance (including NBFCs)
196,HINDALCO,HINDALCO INDUSTRIES LTD.,A ,Aluminium
197,WSTCSTPAPR,WEST COAST PAPER MILLS LTD.,B ,Paper &amp; Paper Products
198,HOCL,HINDUSTAN ORGANIC CHEMICALS LTD.,B ,Commodity Chemicals
199,MPILCORPL,MPIL CORPORATION LTD.,XT,Other Financial Services
200,PGHH,PROCTER &amp; GAMBLE HYGIENE &amp; HEALTH CARE LTD.,A ,Personal Products
201,MUKANDLTD,MUKAND LTD.,B ,Iron &amp; Steel/Interm.Products
202,AGCNET,AGC Networks Limited,B ,IT Consulting &amp; Software
203,UCALFUEL,UCAL FUEL SYSTEMS LTD.,B ,Auto Parts &amp; Equipment
204,HARRMALAYA,HARRISONS MALAYALAM LTD.,T ,Auto Tyres &amp; Rubber Products
205,FEDERALBNK,FEDERAL BANK LTD.,A ,Banks
206,TATASTEEL,TATA STEEL LTD.,A ,Iron &amp; Steel/Interm.Products
207,SKFINDIA,SKF India Ltd,A ,Other Industrial Goods
208,ASHOKLEY,ASHOK LEYLAND LTD.,A ,Commercial Vehicles
209,CUMMINSIND,CUMMINS INDIA LTD.,A ,Industrial Machinery
210,TATACOMM,TATA COMMUNICATIONS LTD.,A ,Telecom - Alternate Carriers
211,ABBOTINDIA,ABBOTT INDIA LTD.,B ,Pharmaceuticals
212,BAJAJHLDNG,BAJAJ HOLDINGS &amp; INVESTMENT LTD.,A ,Holding Companies
213,BHARATFORG,BHARAT FORGE LTD.,A ,Other Industrial Products
214,ESCORTS,ESCORTS LTD.,A ,Commercial Vehicles
215,HINDMOTORS,HINDUSTAN MOTORS LTD.,B ,Cars &amp; Utility Vehicles
216,LT,LARSEN &amp; TOUBRO LTD.,A ,Construction &amp; Engineering
218,BOSCHLTD,BOSCH LTD.,A ,Auto Parts &amp; Equipment
219,PREMIER,PREMIER LTD.,B ,Industrial Machinery
220,BPCL,BHARAT PETROLEUM CORPORATION LTD.,A ,Refineries/ Petro-Products
221,SIEMENS,SIEMENS LTD.,A ,Heavy Electrical Equipment
222,TATAMOTORS,TATA MOTORS LTD.,A ,Commercial Vehicles
223,VOLTAS,VOLTAS LTD.,A ,Construction &amp; Engineering
224,GESHIP,GREAT EASTERN SHIPPING CO.LTD.,A ,Shipping
225,DEEPAKFERT,DEEPAK FERTILISERS &amp; PETROCHEMICALS CORPORATION LTD.,B ,Commodity Chemicals
226,EXCELINDUS,EXCEL INDUSTRIES LTD.,B ,Specialty Chemicals
227,GARWARPOLY,GARWARE POLYESTER LTD.,XT,Commodity Chemicals
228,GLAXO,GLAXOSMITHKLINE PHARMACEUTICALS LTD.,A ,Pharmaceuticals
229,GNFC,GUJARAT NARMADA VALLEY FERTILIZERS &amp; CHEMICALS LTD.,A ,Fertilizers
230,NOVARTIND,NOVARTIS INDIA LTD.,B ,Pharmaceuticals
231,SANOFI,Sanofi India Ltd,A ,Pharmaceuticals
233,PFIZER,PFIZER LTD.,A ,Pharmaceuticals
234,GSFC,GUJARAT STATE FERTILIZERS &amp; CHEMICALS LTD.,A ,Fertilizers
235,HINDUNILVR,HINDUSTAN UNILEVER LTD.,A ,Personal Products
236,AKZOINDIA,Akzo Nobel India Limited,B ,Furniture-Furnishing-Paints
237,NOCIL,NOCIL LTD.,B ,Specialty Chemicals
238,TATACHEM,TATA CHEMICALS LTD.,A ,Commodity Chemicals
239,TNPETRO,TAMILNADU PETROPRODUCTS LTD.,B ,Commodity Chemicals
240,ZUARIGLOB,ZUARI GLOBAL LTD.,B ,Fertilizers
241,NESTLEIND,NESTLE INDIA LTD.,A ,Packaged Foods
243,ASIANPAINT,ASIAN PAINTS LTD.,A ,Furniture-Furnishing-Paints
244,BRITANNIA,BRITANNIA INDUSTRIES LTD.,A ,Packaged Foods
245,COLPAL,COLGATE-PALMOLIVE (INDIA) LTD.,A ,Personal Products
246,EIHOTEL,EIH LTD.,B ,Hotels
247,INDHOTEL,INDIAN HOTELS CO.LTD.,A ,Hotels
248,CASTROLIND,CASTROL INDIA LTD.,A ,Oil Marketing &amp; Distribution
249,ITC,ITC LTD.,A ,Cigarettes-Tobacco Products
250,APOLLOTYRE,APOLLO TYRES LTD.,A ,Auto Tyres &amp; Rubber Products
251,CEATLTD,CEAT LTD.,A ,Auto Tyres &amp; Rubber Products
252,MODIRUBBER,MODI RUBBER LTD.,T ,Auto Tyres &amp; Rubber Products
253,FINOLEXIND,FINOLEX INDUSTRIES LTD.,A ,Plastic Products
255,SUNRINV,SUNRISE INDUSTRIAL TRADERS LTD.,XT,Other Financial Services
257,DSINVEST,DALAL STREET INVESTMENTS LTD.,XT,Investment Companies
258,CENTRUM,CENTRUM CAPITAL LTD.,B ,Other Financial Services
259,KARTKIN,KARTIK INVESTMENTS TRUST LTD.,P ,Other Financial Services
260,ROSEI,ROSE INVESTMENTS LTD.,P ,Other Financial Services
261,TCIFINANCE,TCI FINANCE LTD.,B ,Finance (including NBFCs)
262,KRATOSENER,KRATOS ENERGY &amp; INFRASTRUCTURE LTD.,P ,Other Financial Services
264,IITL,INDUSTRIAL INVESTMENT TRUST LTD.,T ,Finance (including NBFCs)
265,TATAINVEST,TATA INVESTMENT CORPORATION LTD.,B ,Holding Companies
266,MOTOGENFIN,MOTOR &amp; GENERAL FINANCE LTD.,B ,Finance (including NBFCs)
267,RAPIDIN,RAPID INVESTMENTS LTD.,XT,Misc.Commercial Services
268,ZSWASTSA,SWASTIK SAFE DEPOSIT &amp; INVESTMENTS LTD.,P ,Other Financial Services
269,WHBRADY,W.H.BRADY &amp; CO.LTD.,XT,Comm.Trading  &amp; Distribution
270,BBTC,BOMBAY BURMAH TRADING CORP.LTD.,A ,Tea &amp; Coffee
271,GREAVESCOT,GREAVES COTTON LTD.,B ,Industrial Machinery
273,MULLER,MULLER &amp; PHIPPS (INDIA) LTD.,XT,Comm.Trading  &amp; Distribution
277,CHOWGULSTM,CHOWGULE STEAMSHIPS LTD.,XT,Shipping
278,GLOBOFFS,GLOBAL OFFSHORE SERVICES LTD.-$,T ,Shipping
279,SAGCEM,SAGAR CEMENTS LTD.-$,B ,Cement &amp; Cement Products
280,DECCANCE,DECCAN CEMENTS LTD.-$,B ,Cement &amp; Cement Products
281,KLYNCEM,KALYANPUR CEMENTS LTD.,P ,Cement &amp; Cement Products
282,MANGLMCEM,MANGALAM CEMENT LTD.,B ,Cement &amp; Cement Products
283,OCL,OCL INDIA LTD.,B ,Cement &amp; Cement Products
284,NCLIND,NCL INDUSTRIES LTD.-$,B ,Cement &amp; Cement Products
287,MARATHR,MARATHWADA REFRACTORIES LTD.,XT,Construction Materials
288,TRIVENIGQ,TRIVENI GLASS LTD.-$,XT,Construction Materials
290,BALKRISIND,BALKRISHNA INDUSTRIES LTD.-$,A ,Auto Tyres &amp; Rubber Products
291,ORIENTPPR,ORIENT PAPER &amp; INDUSTRIES LTD.,B ,Cement &amp; Cement Products
292,ROLLT,ROLLATAINERS LTD.,T ,Containers &amp; Packaging
293,SESHAPAPER,SESHASAYEE PAPER &amp; BOARDS LTD.,B ,Paper &amp; Paper Products
294,SHBHAWPA,SHREE BHAWANI PAPER MILLS LTD.,XT,Paper &amp; Paper Products
296,VAPIPPR,VAPI PAPER MILLS LTD.,XT,Paper &amp; Paper Products
297,SINTEX,SINTEX INDUSTRIES LTD.,A ,Textiles
299,DCM,DCM LTD.,B ,Textiles
301,FORBESCO,FORBES &amp; COMPANY LTD.-$,B ,Industrial Machinery
302,KATRSPG,KATARE SPINNING MILLS LTD.,XT,Textiles
303,KESORAMIND,KESORAM INDUSTRIES LTD.,B ,Diversified
304,VTL,VARDHMAN TEXTILES LTD.,B ,Textiles
305,PENINLAND,PENINSULA LAND LTD.,B ,Realty
306,PHOENIXLTD,The Phoenix Mills Ltd,B ,Realty
307,MARATHON,MARATHON NEXTGEN REALTY LTD.,B ,Realty
308,RAJABAH,RAJA BAHADUR INTERNATIONAL LTD.,XT,Diversified
309,RUBYMILLS,RUBY MILLS LTD.,B ,Textiles
310,SWANENERGY,SWAN ENERGY LTD.,B ,Textiles
312,ZSVARAJT,SVARAJ TRADING &amp; AGENCIES LTD.,XT,Other Financial Services
314,INDSOYA,INDSOYA LTD.,P ,Misc.Commercial Services
315,SW1,SW Investments Ltd,XT,Misc.Commercial Services
317,ELCIDIN,ELCID INVESTMENTS LTD.,XT,Misc.Commercial Services
319,BANSWRAS,BANSWARA SYNTEX LTD.-$,B ,Textiles
320,MODIPON,MODIPON LTD.,XT,Agrochemicals
321,SRF,SRF LTD.,A ,Textiles
322,SIYSIL,SIYARAM SILK MILLS LTD.-$,B ,Textiles
323,SWADPOL,SWADESHI POLYTEX LTD.,XT,Textiles
324,SHRMFGC,SHREE MANUFACTURING CO.LTD.,XT,Textiles
326,ZSATYASL,SATYAM SILK MILLS LTD.,P ,Other Financial Services
327,BBL,BHARAT BIJLEE LTD.-$,B ,Other Elect.Equip./ Prod.
328,EMCO,EMCO LTD.-$,B ,Heavy Electrical Equipment
329,HIRECT,HIND RECTIFIERS LTD.,B ,Electronic Components
330,NIPPOBATRY,INDO-NATIONAL LTD.,B ,Non-Durable Household Prod.
331,ZENSARTECH,ZENSAR TECHNOLOGIES LTD.,B ,IT Consulting &amp; Software
332,JSLINDL,JSL INDUSTRIES LTD.,XT,Other Elect.Equip./ Prod.
333,PANAENERG,PANASONIC ENERGY INDIA COMPANY LTD.-$,XT,Non-Durable Household Prod.
334,NELCO,NELCO LTD.,B ,IT Networking Equipment
335,STDBAT,STANDARD BATTERIES LTD.,XT,Finance (including NBFCs)
336,UNIVCABLES,UNIVERSAL CABLES LTD.,B ,Other Elect.Equip./ Prod.
337,WSIND,W.S.INDUSTRIES (INDIA) LTD.-$,B ,Industrial Machinery
338,DLTNCBL,DELTON CABLES LTD.,XT,Other Elect.Equip./ Prod.
341,DELTAMAGNT,DELTA MAGNETS LTD.,B ,Other Elect.Equip./ Prod.
342,RELTD,Ravindra Energy Ltd,XT,Other Financial Services
344,ZMULTIPU,MULTIPURPOSE TRADING &amp; AGENCIES LTD.,XT,Misc.Commercial Services
346,SOFTBPO,SOFTBPO GLOBAL SERVICES LTD.,P ,IT Consulting &amp; Software
347,NYSSACORP,Nyssa Corporation Limited,XT,Comm.Trading  &amp; Distribution
350,KRISHNA,Krishna Ventures Limited,XT,Other Financial Services
351,GANHOLD,GANESH HOLDINGS LTD.,XT,Misc.Commercial Services
352,SARDAEN,SARDA ENERGY &amp; MINERALS LTD.-$,B ,Iron &amp; Steel/Interm.Products
353,BWLLTD,BWL LTD.,P ,Iron &amp; Steel Products
354,BOMBWIR,BOMBAY WIRE ROPES LTD.,XT,Iron &amp; Steel Products
356,UNIVPRIM,UNIVERSAL PRIME ALUMINIUM LTD.,XT,Aluminium
357,GALADA,GALADA POWER &amp; TELECOMMUNICATION LTD.,XT,Other Elect.Equip./ Prod.
358,IBRIGST,INDIAN BRIGHT STEEL CO.LTD.,XT,Iron &amp; Steel/Interm.Products
359,INDIANHUME,INDIAN HUME PIPE CO.LTD.,B ,Cement &amp; Cement Products
360,INLCM,INDIAN LINK CHAIN MANUFACTURES LTD.,P ,Other Industrial Products
361,KAIRA,KAIRA CAN CO.LTD.,XT,Containers &amp; Packaging
362,ORIENTABRA,ORIENT ABRASIVES LTD.-$,B ,Other Industrial Products
363,NATIONSTD,NATIONAL STANDARD (INDIA) LTD.,P ,Realty
365,STEWARTQ,STEWARTS &amp; LLOYDS OF INDIA LTD.-$,XT,Construction &amp; Engineering
366,TINPLATE,TINPLATE COMPANY OF INDIA LTD.,B ,Containers &amp; Packaging
368,WMINIMT,WESTERN MINISTIL LTD.,P ,Iron &amp; Steel/Interm.Products
369,AUTOAXLES,AUTOMOTIVE AXLES LTD.,B ,Auto Parts &amp; Equipment
370,ATLASCYCLE,ATLAS CYCLES (HARYANA) LTD.,T ,2/3 Wheelers
371,SETCO,SETCO AUTOMOTIVE LTD.,B ,Auto Parts &amp; Equipment
372,SCOOTER,SCOOTERS INDIA LTD.,XT,2/3 Wheelers
373,TALBROAUTO,TALBROS AUTOMOTIVE COMPONENTS LTD.,B ,Auto Parts &amp; Equipment
374,ZFSTEERING,Z.F.STEERING GEAR (INDIA) LTD.-$,B ,Auto Parts &amp; Equipment
375,SMLISUZU,SML ISUZU LIMITED,B ,Commercial Vehicles
376,TIL,TIL LTD.,B ,Transport Related Services
377,EICHERMOT,EICHER MOTORS LTD.,A ,2/3 Wheelers
378,JAINEX,JAINEX AAMCOL LTD.,XT,Auto Parts &amp; Equipment
380,VELJAN,Veljan Denison Limited,XT,Auto Parts &amp; Equipment
381,DYNAMATECH,DYNAMATIC TECHNOLOGIES LTD.-$,B ,Industrial Machinery
382,GGDANDE,G.G.DANDEKAR MACHINE WORKS LTD.,XT,Industrial Machinery
383,KIRLPNU,KIRLOSKAR PNEUMATIC CO.LTD.,B ,Industrial Machinery
384,TULIVE,Tulive Developers Limited,XT,Other Industrial Goods
386,LXMIATO,LAKSHMI AUTOMATIC LOOM WORKS LTD.,XT,Industrial Machinery
387,MANUGRAPH,MANUGRAPH INDIA LTD.-$,B ,Industrial Machinery
388,MIRCH,Mirch Technologies (India) Ltd,XT,Industrial Machinery
389,NESCO,NESCO LTD.,B ,Misc.Commercial Services
390,REVATHI,REVATHI EQUIPMENT LTD.-$,B ,Industrial Machinery
391,TEXINFRA,TEXMACO INFRASTRUCTURE &amp; HOLDINGS LTD.,B ,Industrial Machinery
392,WENDT,WENDT (INDIA) LTD.,B ,Industrial Machinery
395,RESPONIND,RESPONSIVE INDUSTRIES LTD.,B ,Plastic Products
396,SHYMINV,SHYAMKAMAL INVESTMENTS LTD.,XT,Other Financial Services
398,DOLAT,DOLAT INVESTMENTS LTD.,XT,Investment Companies
